frame_num,tracker_id,xmin,ymin,xmax,ymax
178,6,772,273,887,602
179,1,1623,204,1819,552
179,2,1344,211,1570,565
179,5,1035,107,1211,606
179,6,767,276,883,606
180,1,1625,206,1818,549
180,2,1344,212,1569,564
180,5,1036,105,1211,606
180,6,764,277,880,604
181,1,1626,206,1819,547
181,2,1344,212,1569,564
181,5,1037,106,1210,605
181,6,762,277,881,608
182,1,1625,204,1819,549
182,2,1343,212,1568,563
182,5,1037,106,1208,605
182,6,761,280,881,610
183,1,1623,203,1818,549
183,2,1342,211,1566,563
183,5,1037,107,1207,606
183,6,755,281,884,639
184,1,1623,203,1816,545
184,2,1342,210,1567,563
184,5,1037,108,1205,606
184,6,757,281,888,647
185,1,1622,203,1815,544
185,2,1343,210,1567,563
185,5,1038,107,1205,607
185,6,761,288,881,617
186,1,1623,203,1812,538
186,2,1343,209,1567,563
186,5,1040,107,1205,606
186,6,761,290,880,618
187,1,1624,203,1810,532
187,2,1341,210,1564,563
187,5,1040,106,1205,607
187,6,763,299,879,625
188,1,1624,202,1807,526
188,2,1340,210,1563,564
188,5,1042,107,1205,605
188,6,761,295,873,610
189,1,1619,197,1805,526
189,2,1339,209,1562,564
189,5,1044,109,1204,601
189,6,762,291,872,604
190,1,1618,194,1803,524
190,2,1339,209,1562,565
190,5,1045,111,1203,599
190,6,764,287,874,604
191,1,1618,193,1802,522
191,2,1342,216,1556,556
191,5,1046,113,1204,599
191,6,766,283,877,604
192,1,1618,191,1802,521
192,2,1341,212,1562,561
192,5,1047,115,1203,596
192,6,770,280,881,602
193,1,1617,189,1801,521
193,2,1341,210,1564,563
193,5,1047,116,1204,596
193,6,774,276,888,605
194,1,1617,189,1799,520
194,2,1341,209,1566,563
194,5,1047,116,1204,597
194,6,780,272,895,603
195,1,1618,189,1799,519
195,2,1340,208,1566,563
195,5,1048,117,1204,598
195,6,786,265,907,605
196,1,1616,186,1799,521
196,2,1341,207,1567,563
196,5,1049,117,1206,598
196,6,791,261,919,607
197,1,1617,187,1798,520
197,2,1340,208,1566,563
197,5,1050,117,1207,599
197,6,795,259,928,609
198,1,1618,188,1797,519
198,2,1340,208,1567,563
198,5,1049,117,1206,599
198,6,793,262,932,618
199,1,1620,188,1797,519
199,2,1340,208,1568,563
199,5,1049,118,1205,598
199,6,788,262,927,617
200,1,1620,188,1797,519
200,2,1339,208,1567,563
200,5,1049,119,1206,598
200,6,786,261,926,616
201,1,1621,189,1796,518
201,2,1338,208,1568,564
201,5,1050,118,1207,598
201,6,787,262,925,609
202,1,1620,188,1795,519
202,2,1338,208,1568,564
202,5,1049,118,1206,598
202,6,784,263,921,608
203,1,1615,185,1793,523
203,2,1339,208,1568,564
203,5,1047,117,1205,598
203,6,783,265,917,604
204,1,1611,184,1791,525
204,2,1340,208,1570,564
204,5,1047,117,1205,598
204,6,777,269,909,602
205,1,1604,183,1787,527
205,2,1341,213,1564,556
205,5,1046,116,1205,599
205,6,771,273,899,599
206,1,1601,184,1784,528
206,2,1341,216,1563,553
206,5,1046,117,1205,600
206,6,772,281,896,598
207,1,1600,185,1784,527
207,2,1341,217,1562,552
207,5,1044,117,1204,601
207,6,782,284,907,600
208,1,1601,186,1785,526
208,2,1340,216,1562,552
208,5,1045,118,1205,601
208,6,778,289,901,599
209,1,1601,186,1785,526
209,2,1339,217,1561,552
209,5,1045,117,1205,601
209,6,772,288,898,599
210,1,1600,187,1785,526
210,2,1338,218,1561,552
210,5,1045,116,1205,601
210,6,781,293,911,594
211,1,1600,187,1786,526
211,2,1337,218,1561,552
211,5,1044,115,1205,602
211,6,783,293,918,591
212,1,1599,186,1785,526
212,2,1335,217,1559,553
212,5,1044,114,1205,601
212,6,780,295,919,587
213,1,1598,186,1785,526
213,2,1335,217,1559,552
213,5,1044,114,1204,600
213,6,775,288,926,594
214,1,1597,186,1785,526
214,2,1335,216,1560,553
214,5,1045,114,1205,600
214,6,753,283,908,603
215,1,1600,185,1787,526
215,2,1335,212,1567,560
215,5,1045,113,1205,598
215,6,744,281,900,608
216,1,1600,185,1787,526
216,2,1334,214,1563,557
216,5,1045,115,1205,598
216,6,754,286,911,608
217,1,1603,184,1790,525
217,2,1334,211,1567,562
217,5,1045,115,1205,599
217,6,752,287,912,609
218,1,1605,185,1790,525
218,2,1334,210,1570,564
218,5,1045,115,1204,598
218,6,750,287,912,610
219,1,1608,187,1790,523
219,2,1335,209,1571,565
219,5,1044,115,1204,598
219,6,741,277,905,611
220,1,1609,185,1792,523
220,2,1335,210,1571,565
220,5,1044,116,1203,598
220,6,745,279,911,616
221,1,1610,185,1793,524
221,2,1335,214,1565,558
221,5,1044,116,1204,597
221,6,750,280,918,616
222,1,1612,185,1794,524
222,2,1335,212,1569,562
222,5,1044,116,1205,597
222,6,760,282,931,611
223,1,1613,185,1794,523
223,2,1336,211,1572,564
223,5,1044,117,1206,597
223,6,764,280,942,611
224,1,1614,187,1793,523
224,2,1335,211,1571,565
224,5,1045,118,1207,597
224,6,764,277,951,614
225,1,1617,188,1794,522
225,2,1332,211,1564,565
225,5,1045,117,1209,598
225,6,761,275,957,623
226,1,1617,190,1794,522
226,2,1332,213,1559,566
226,5,1044,116,1210,600
226,6,757,275,957,626
227,1,1616,189,1794,523
227,2,1337,213,1563,567
227,5,1045,114,1212,602
227,6,754,275,957,631
228,1,1615,189,1793,523
228,2,1342,216,1564,568
228,5,1046,115,1214,603
228,6,755,274,955,624
229,1,1618,189,1796,524
229,2,1342,223,1556,558
229,5,1048,113,1217,603
229,6,756,272,960,631
230,1,1617,188,1796,524
230,2,1343,230,1555,558
230,5,1048,112,1218,601
230,6,760,274,961,627
231,1,1614,188,1794,526
231,2,1339,232,1560,573
231,5,1049,112,1219,601
231,6,757,272,961,635
232,1,1613,188,1793,527
232,2,1340,233,1566,582
232,5,1050,114,1219,599
232,6,758,269,967,644
233,1,1612,188,1793,529
233,2,1342,236,1565,584
233,5,1049,113,1219,601
233,6,758,270,967,646
234,1,1612,190,1793,529
234,2,1346,241,1563,578
234,5,1052,115,1221,601
234,6,759,270,968,647
235,1,1613,191,1792,528
235,2,1351,247,1562,574
235,5,1053,115,1222,600
235,6,763,273,968,643
236,1,1614,192,1792,526
236,2,1354,251,1563,572
236,5,1055,115,1223,599
236,6,767,281,960,622
237,1,1614,193,1792,526
237,2,1357,258,1565,576
237,5,1055,114,1223,600
237,6,768,289,952,611
238,1,1614,194,1791,525
238,2,1360,263,1567,577
238,5,1055,115,1223,600
238,6,745,287,921,608
239,1,1616,194,1792,525
239,2,1361,267,1567,577
239,5,1056,117,1223,599
239,6,746,293,911,598
240,1,1617,196,1792,523
240,2,1360,270,1566,574
240,5,1054,117,1222,600
240,6,747,303,914,613
241,1,1616,194,1793,525
241,2,1358,272,1563,571
241,5,1056,118,1221,593
241,6,740,313,904,623
242,1,1616,193,1793,525
242,2,1355,278,1556,565
242,5,1055,118,1221,592
242,6,741,322,894,617
243,1,1614,191,1793,525
243,2,1354,275,1561,569
243,5,1055,119,1221,592
243,6,736,327,882,613
244,1,1612,189,1793,527
244,2,1355,275,1564,570
244,5,1055,118,1221,594
244,6,739,330,885,614
245,1,1610,188,1793,529
245,2,1352,279,1559,566
245,5,1054,118,1222,594
245,6,733,328,881,617
246,1,1609,187,1793,531
246,2,1349,282,1551,562
246,5,1053,118,1221,595
246,6,730,327,880,622
247,1,1608,189,1792,531
247,2,1341,277,1547,567
247,5,1052,119,1221,595
247,6,731,330,878,621
248,1,1610,193,1792,529
248,2,1340,275,1547,569
248,5,1052,125,1220,589
248,6,731,333,877,623
249,1,1612,197,1792,529
249,2,1339,275,1545,569
249,5,1053,128,1221,586
249,6,731,335,877,626
250,1,1611,198,1791,528
250,2,1339,276,1543,569
250,5,1054,130,1223,585
250,6,746,336,896,631
251,1,1613,198,1793,526
251,2,1341,277,1541,568
251,5,1054,127,1226,588
251,6,755,339,907,626
252,1,1614,198,1793,525
252,2,1343,278,1540,565
252,5,1055,127,1227,590
252,6,764,339,919,622
253,1,1614,198,1793,525
253,2,1345,278,1542,564
253,5,1054,134,1225,588
253,6,764,339,921,619
254,1,1613,197,1794,525
254,2,1349,278,1547,563
254,5,1055,133,1225,588
254,6,760,335,922,621
255,1,1612,196,1794,525
255,2,1354,278,1554,563
255,5,1054,137,1225,587
255,6,763,335,925,618
256,1,1611,195,1794,526
256,2,1354,278,1558,564
256,5,1052,138,1224,587
256,6,763,335,930,622
257,1,1611,196,1794,525
257,2,1354,277,1562,566
257,5,1051,139,1223,586
257,6,765,338,932,625
258,1,1610,195,1794,525
258,2,1352,276,1562,567
258,5,1051,140,1224,585
258,6,763,335,933,626
259,1,1610,194,1795,525
259,2,1351,276,1562,567
259,5,1050,141,1224,586
259,6,766,339,931,621
260,1,1611,194,1796,525
260,2,1349,276,1559,565
260,5,1052,141,1227,588
260,6,767,341,933,621
261,1,1612,195,1796,523
261,2,1347,277,1558,564
261,5,1053,146,1227,588
261,6,771,342,937,623
262,1,1612,195,1796,523
262,2,1344,277,1555,564
262,5,1052,148,1225,588
262,6,773,343,939,622
263,1,1612,194,1797,523
263,2,1342,277,1553,565
263,5,1050,148,1223,588
263,6,776,344,942,622
264,1,1612,193,1797,524
264,2,1339,276,1550,566
264,5,1049,146,1223,588
264,6,774,343,942,622
265,1,1611,193,1797,525
265,2,1339,276,1549,566
265,5,1046,143,1221,587
265,6,774,342,944,623
266,1,1611,192,1797,525
266,2,1339,276,1548,566
266,5,1044,135,1222,588
266,6,771,337,944,623
267,1,1609,190,1797,527
267,2,1340,276,1548,566
267,5,1042,132,1221,588
267,6,772,340,944,623
268,1,1608,190,1796,527
268,2,1341,276,1549,567
268,5,1042,130,1220,586
268,6,770,344,938,620
269,1,1608,190,1796,527
269,2,1343,276,1553,568
269,5,1043,130,1220,583
269,6,767,341,939,622
270,1,1608,190,1796,527
270,2,1344,276,1555,569
270,5,1042,128,1218,582
270,6,762,344,934,623
271,1,1607,191,1795,527
271,2,1345,276,1556,569
271,5,1042,127,1217,580
271,6,757,342,931,625
272,1,1607,191,1796,527
272,2,1346,276,1558,570
272,5,1043,126,1216,580
272,6,753,338,928,627
273,1,1607,190,1796,527
273,2,1346,276,1558,569
273,5,1041,125,1215,583
273,6,749,341,922,626
274,1,1609,191,1797,525
274,2,1346,276,1559,569
274,5,1044,126,1217,583
274,6,744,337,921,630
275,1,1609,193,1796,525
275,2,1345,276,1559,570
275,5,1046,125,1217,582
275,6,742,338,916,629
276,1,1611,193,1798,525
276,2,1347,276,1561,570
276,5,1045,127,1213,579
276,6,741,346,908,623
277,1,1614,194,1798,524
277,2,1346,276,1560,570
277,5,1045,126,1214,578
277,6,738,348,902,621
278,1,1614,192,1799,524
278,2,1346,277,1560,570
278,5,1046,126,1217,581
278,6,730,349,893,617
279,1,1615,191,1800,524
279,2,1346,277,1562,570
279,5,1048,128,1219,582
279,6,721,342,889,618
280,1,1615,191,1800,524
280,2,1345,276,1561,570
280,5,1048,129,1222,584
280,6,714,345,882,621
281,1,1615,190,1799,524
281,2,1345,276,1561,570
281,5,1049,129,1223,584
281,6,707,343,878,622
282,1,1612,190,1797,524
282,2,1346,276,1561,569
282,5,1050,131,1225,588
282,6,700,342,872,624
283,1,1611,189,1795,524
283,2,1347,277,1563,569
283,5,1050,131,1225,588
283,6,690,347,861,629
284,1,1609,189,1795,524
284,2,1347,277,1563,568
284,5,1050,131,1225,587
284,6,682,348,853,633
285,1,1609,191,1795,524
285,2,1346,277,1563,568
285,5,1051,131,1224,586
285,6,682,352,853,633
286,1,1609,192,1794,523
286,2,1347,277,1566,568
286,5,1049,133,1220,584
286,6,677,350,850,636
287,1,1608,192,1794,523
287,2,1347,277,1567,569
287,5,1049,133,1219,585
287,6,670,351,840,629
288,1,1607,190,1794,523
288,2,1346,277,1566,569
288,5,1050,134,1219,585
288,6,661,353,839,648
289,1,1606,188,1794,524
289,2,1345,277,1564,568
289,5,1051,135,1219,587
289,6,661,352,831,637
290,1,1607,188,1795,524
290,2,1346,277,1566,568
290,5,1053,135,1219,587
290,6,657,354,832,650
291,1,1608,189,1794,523
291,2,1346,277,1566,568
291,5,1055,135,1220,587
291,6,657,355,832,654
292,1,1608,189,1794,523
292,2,1346,277,1568,567
292,5,1056,135,1222,589
292,6,663,354,829,637
293,1,1607,189,1794,525
293,2,1346,277,1568,567
293,5,1060,139,1227,589
293,6,661,355,834,650
294,1,1607,189,1794,525
294,2,1346,277,1568,567
294,5,1063,140,1233,591
294,6,662,356,835,655
295,1,1607,189,1794,525
295,2,1344,278,1566,567
295,5,1063,139,1236,592
295,6,662,358,834,656
296,1,1608,190,1794,524
296,2,1345,277,1568,567
296,5,1062,135,1237,593
296,6,662,359,833,656
297,1,1609,190,1794,524
297,2,1346,277,1570,567
297,5,1053,134,1229,594
297,6,663,360,831,653
298,1,1609,189,1794,524
298,2,1347,277,1573,567
298,5,1053,135,1227,593
298,6,670,359,828,633
299,1,1607,189,1794,526
299,2,1347,277,1574,568
299,5,1054,142,1226,591
299,6,675,362,821,608
300,1,1607,189,1793,525
300,2,1346,277,1573,568
300,5,1056,147,1228,590
300,6,678,362,817,593
301,1,1607,189,1793,524
301,2,1346,277,1574,568
301,5,1054,146,1228,589
301,6,676,362,819,597
302,1,1607,190,1793,524
302,2,1345,277,1575,569
302,5,1053,145,1227,588
302,6,673,363,819,600
303,1,1607,191,1792,523
303,2,1344,277,1574,569
303,5,1049,137,1227,591
303,6,660,360,828,637
304,1,1605,190,1792,524
304,2,1344,277,1576,569
304,5,1046,132,1226,592
304,6,664,359,822,619
305,1,1607,190,1793,523
305,2,1345,277,1577,569
305,5,1045,129,1226,595
305,6,657,359,831,647
306,1,1606,191,1791,522
306,2,1344,276,1576,569
306,5,1043,126,1227,599
306,6,655,357,834,657
307,1,1609,192,1792,520
307,2,1343,276,1576,570
307,5,1044,124,1229,603
307,6,662,357,829,634
308,1,1612,193,1793,519
308,2,1343,276,1577,570
308,5,1045,136,1227,603
308,6,665,358,826,624
309,1,1614,191,1796,520
309,2,1343,276,1576,570
309,5,1045,141,1226,608
309,6,666,358,824,618
310,1,1613,191,1795,520
310,2,1343,277,1575,570
310,5,1046,142,1229,612
310,6,660,359,830,642
311,1,1613,193,1793,519
311,2,1335,277,1565,570
311,5,1050,143,1234,620
311,6,663,359,824,627
312,1,1611,192,1792,521
312,2,1333,277,1559,570
312,5,1055,148,1241,629
312,6,663,359,821,622
313,1,1609,190,1793,522
313,2,1334,277,1557,569
313,5,1060,151,1249,642
313,6,663,357,821,621
314,1,1608,187,1794,524
314,2,1335,278,1554,568
314,5,1066,156,1253,645
314,6,661,353,824,624
315,1,1607,187,1794,525
315,2,1337,278,1555,568
315,5,1074,162,1258,643
315,6,663,355,823,620
316,1,1605,186,1793,526
316,2,1338,278,1554,567
316,5,1080,166,1262,642
316,6,659,355,830,642
317,1,1598,186,1789,527
317,2,1338,278,1553,567
317,5,1083,169,1265,645
317,6,657,354,833,651
318,1,1597,188,1789,526
318,2,1343,280,1556,567
318,5,1084,176,1267,642
318,6,658,352,837,656
319,1,1595,187,1790,527
319,2,1342,282,1555,567
319,5,1084,187,1268,648
319,6,664,349,834,633
320,1,1596,187,1793,528
320,2,1343,281,1559,569
320,5,1079,192,1274,677
320,6,662,348,844,653
321,1,1591,183,1794,532
321,2,1345,280,1564,571
321,5,1084,203,1281,692
321,6,665,351,848,658
322,1,1592,181,1798,533
322,2,1343,280,1558,568
322,5,1087,217,1282,697
322,6,676,359,853,651
323,1,1595,182,1800,532
323,2,1346,281,1561,568
323,5,1091,228,1279,685
323,6,681,361,860,649
324,1,1605,187,1804,526
324,2,1345,280,1559,567
324,5,1081,246,1288,751
324,6,684,359,869,651
325,1,1609,190,1805,523
325,2,1346,280,1561,568
325,5,1079,259,1291,773
325,6,682,354,875,654
326,1,1611,194,1805,522
326,2,1346,280,1561,568
326,5,1081,271,1293,777
326,6,682,350,881,656
327,1,1613,199,1806,524
327,2,1347,280,1563,568
327,5,1079,282,1297,791
327,6,687,355,886,653
328,1,1614,204,1805,525
328,2,1346,279,1564,570
328,5,1079,296,1299,796
328,6,690,359,890,650
329,1,1616,204,1806,524
329,2,1342,278,1560,570
329,5,1076,311,1307,823
329,6,664,354,868,657
330,1,1617,204,1808,524
330,2,1341,278,1559,572
330,5,1074,323,1322,876
330,6,655,348,859,662
331,1,1616,204,1809,527
331,2,1339,278,1569,590
331,5,1079,341,1332,907
331,6,683,359,879,652
332,1,1616,207,1809,531
332,2,1340,280,1573,596
332,5,1090,354,1346,930
332,6,699,361,896,648
333,1,1618,213,1808,530
333,2,1349,279,1571,580
333,5,1111,370,1363,938
333,6,707,366,902,643
334,1,1618,210,1810,531
334,2,1355,279,1571,571
334,5,1138,386,1382,934
334,6,709,365,908,642
335,1,1619,213,1810,529
335,2,1357,278,1574,573
335,5,1159,392,1400,926
335,6,709,350,917,639
336,1,1621,217,1811,531
336,2,1359,279,1574,572
336,5,1177,408,1418,938
336,6,711,338,934,647
337,1,1622,215,1814,533
337,2,1360,279,1574,574
337,5,1186,418,1443,983
337,6,709,339,926,640
338,1,1620,213,1816,537
338,2,1358,279,1573,580
338,5,1197,440,1472,1046
338,6,716,347,924,633
339,1,1620,210,1817,536
339,2,1353,279,1571,584
339,5,1215,463,1493,1075
339,6,725,358,932,639
340,1,1620,208,1816,533
340,2,1353,278,1567,574
340,5,1236,487,1509,1086
340,6,731,352,953,653
341,1,1620,209,1817,534
341,2,1351,278,1572,586
341,5,1256,506,1525,1089
341,6,736,342,961,647
342,1,1619,207,1819,536
342,2,1346,280,1573,595
342,5,1280,530,1541,1089
342,6,739,345,971,658
343,1,1621,209,1819,534
343,2,1339,275,1576,606
343,5,1306,556,1557,1089
343,6,742,343,979,662
344,1,1622,212,1819,533
344,2,1345,276,1566,582
344,5,1332,582,1574,1087
344,6,744,342,984,663
345,1,1620,210,1819,533
345,2,1344,277,1558,573
345,5,1359,600,1599,1085
345,6,739,351,966,654
346,1,1620,209,1820,534
346,2,1346,278,1559,570
346,5,1372,614,1616,1085
346,6,730,344,965,660
347,1,1619,208,1821,535
347,2,1344,278,1555,570
347,5,1390,635,1639,1084
347,6,718,340,942,650
348,1,1619,209,1821,534
348,2,1341,278,1551,569
348,5,1408,661,1662,1084
348,6,735,342,967,659
349,1,1617,209,1823,538
349,2,1335,277,1547,570
349,5,1418,688,1676,1083
349,6,745,345,979,662
350,1,1617,210,1822,538
350,2,1336,275,1553,570
350,5,1437,704,1703,1082
350,6,748,346,985,664
351,1,1618,211,1824,539
351,2,1334,273,1554,570
351,5,1524,714,1788,1082
351,6,748,348,987,663
352,1,1618,213,1824,538
352,2,1330,272,1557,570
352,5,1566,718,1834,1082
352,6,744,339,983,652
353,1,1618,213,1824,537
353,2,1323,270,1557,572
353,5,1609,726,1878,1081
353,6,737,334,981,652
354,1,1619,213,1825,536
354,2,1319,268,1557,573
354,5,1638,751,1894,1081
354,6,730,341,975,658
355,1,1618,212,1826,538
355,2,1320,263,1565,575
355,5,1675,767,1920,1084
355,6,731,357,960,647
356,1,1616,211,1827,539
356,2,1320,256,1569,572
356,6,726,352,951,634
357,1,1614,209,1827,540
357,2,1322,251,1574,572
357,6,726,353,944,623
358,1,1615,209,1827,539
358,2,1327,247,1582,574
358,6,722,357,934,617
359,1,1618,209,1827,535
359,2,1327,243,1584,574
359,6,704,366,921,632
360,1,1618,209,1827,535
360,2,1325,241,1578,575
360,6,708,362,919,621
361,1,1617,207,1826,537
361,2,1303,232,1555,577
361,6,700,359,910,620
362,1,1617,205,1825,535
362,2,1297,227,1544,580
362,6,698,365,913,632
363,1,1618,205,1823,533
363,2,1295,222,1535,580
363,6,692,354,910,630
364,1,1619,205,1823,533
364,2,1297,219,1529,578
364,6,706,354,940,647
365,1,1618,204,1821,533
365,2,1300,217,1523,577
365,6,710,353,949,654
366,1,1619,204,1822,535
366,2,1302,215,1515,575
366,6,711,353,953,657
367,1,1618,204,1821,536
367,2,1299,220,1499,568
367,6,718,364,947,647
368,1,1619,204,1821,536
368,2,1297,216,1490,564
368,6,720,355,947,634
369,1,1618,202,1822,538
369,2,1295,210,1486,565
369,6,728,359,938,612
370,1,1617,201,1821,540
370,2,1296,207,1484,566
370,6,728,358,937,606
371,1,1618,200,1821,540
371,2,1297,205,1480,566
371,6,725,357,941,612
372,1,1618,200,1821,543
372,2,1300,204,1479,567
372,6,724,356,945,616
373,1,1619,199,1821,543
373,2,1302,203,1477,567
373,6,723,355,949,621
374,1,1620,199,1820,542
374,2,1304,202,1476,567
374,6,720,351,952,624
375,1,1620,199,1820,543
375,2,1306,201,1474,567
375,6,720,349,955,624
376,1,1621,198,1819,541
376,2,1308,201,1473,566
376,6,688,343,925,634
377,1,1620,198,1817,541
377,2,1308,203,1470,566
377,6,702,345,936,632
